"pitch [deg], pitch_time [ms] pitch_crc"
"0.15,25491,25491.15"
"-0.06,25506,25505.94"
"-0.30,25521,25520.70"
"-ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ"
"-5.25,23,17.75"
"-5.25,38,32.75"
"-5.25,53,47.75"
"-5.25,68,62.75"
"-5.25,83,77.75"
"-5.25,98,92.75"
"-5.25,113,107.75"
"-5.25,128,122.75"
"-5.25,143,137.75"
"-5.25,158,152.75"
"-5.25,173,167.75"
"-5.25,188,182.75"
"-5.25,203,197.75"
"-5.25,218,212.75"
"-5.25,233,227.75"
"-5.25,248,242.75"
"-5.25,263,257.75"
"-5.25,278,272.75"
"-5.25,293,287.75"
"-5.25,308,302.75"
"-5.25,323,317.75"
"-5.25,338,332.75"
"-5.25,353,347.75"
"-5.25,368,362.75"
"-5.25,383,377.75"
"-5.25,398,392.75"
"-5.25,413,407.75"
"-5.25,428,422.75"
"-5.25,443,437.75"
"-5.25,458,452.75"
"-5.25,473,467.75"
"-5.25,488,482.75"
"-5.25,503,497.75"
"-5.25,518,512.75"
"-5.25,533,527.75"
"-5.25,548,542.75"
"-5.25,563,557.75"
"-5.25,578,572.75"
"-5.25,593,587.75"
"-5.25,608,602.75"
"-5.25,623,617.75"
"-5.25,638,632.75"
"-5.25,653,647.75"
"-5.25,668,662.75"
"-5.25,683,677.75"
"-5.25,698,692.75"
"-5.25,713,707.75"
"-5.25,728,722.75"
"-5.25,743,737.75"
"-5.25,758,752.75"
"-5.25,773,767.75"
"-5.25,788,782.75"
"-5.25,803,797.75"
"-5.25,818,812.75"
"-5.25,833,827.75"
"-5.25,848,842.75"
"-5.25,863,857.75"
"-5.25,878,872.75"
"-5.25,893,887.75"
"-5.25,908,902.75"
"-5.25,923,917.75"
"-5.25,938,932.75"
"-5.25,953,947.75"
"-5.25,968,962.75"
"-5.25,983,977.75"
"-5.25,998,992.75"
"-5.25,1013,1007.75"
"-5.25,1028,1022.75"
"-5.25,1043,1037.75"
"-5.25,1058,1052.75"
"-5.25,1073,1067.75"
"-5.25,1088,1082.75"
"-5.25,1103,1097.75"
"-5.25,1118,1112.75"
"-5.25,1133,1127.75"
"-5.25,1148,1142.75"
"-5.25,1163,1157.75"
"-5.25,1178,1172.75"
"-5.25,1193,1187.75"
"-5.25,1208,1202.75"
"-5.25,1223,1217.75"
"-5.25,1238,1232.75"
"-5.25,1253,1247.75"
"-5.25,1268,1262.75"
"-5.25,1283,1277.75"
"-5.25,1298,1292.75"
"-5.25,1313,1307.75"
"-5.25,1328,1322.75"
"-5.25,1343,1337.75"
"-5.25,1358,1352.75"
"-5.25,1373,1367.75"
"-5.25,1388,1382.75"
"-5.25,1403,1397.75"
"-5.25,1418,1412.75"
"-5.25,1433,1427.75"
"-5.25,1448,1442.75"
"-5.25,1463,1457.75"
"-5.25,1478,1472.75"
"-5.25,1493,1487.75"
"-5.25,1508,1502.75"
"-5.25,1523,1517.75"
"-5.25,1538,1532.75"
"-5.25,1553,1547.75"
"-5.25,1568,1562.75"
"-5.25,1583,1577.75"
"-5.25,1598,1592.75"
"-5.25,1613,1607.75"
"-5.25,1628,1622.75"
"-5.25,1643,1637.75"
"-5.25,1658,1652.75"
"-5.25,1673,1667.75"
"-5.25,1688,1682.75"
"-5.25,1703,1697.75"
"-5.25,1718,1712.75"
"-5.25,1733,1727.75"
"-5.25,1748,1742.75"
"-5.25,1763,1757.75"
"-5.25,1778,1772.75"
"-5.25,1793,1787.75"
"-5.25,1808,1802.75"
"-5.25,1823,1817.75"
"-5.25,1838,1832.75"
"-5.25,1853,1847.75"
"-5.25,1868,1862.75"
"-5.25,1883,1877.75"
"-5.25,1898,1892.75"
"-5.25,1913,1907.75"
"-5.25,1928,1922.75"
"-5.25,1943,1937.75"
"-5.25,1958,1952.75"
"-5.25,1973,1967.75"
"-5.25,1988,1982.75"
"-5.25,2003,1997.75"
"-5.25,2018,2012.75"
"-5.25,2033,2027.75"
"-5.25,2048,2042.75"
"-5.25,2063,2057.75"
"-5.25,2078,2072.75"
"-5.25,2093,2087.75"
"-5.25,2108,2102.75"
"-5.25,2123,2117.75"
"-5.25,2138,2132.75"
"-5.25,2153,2147.75"
"-5.25,2168,2162.75"
"-5.25,2183,2177.75"
