"pitch [deg], pitch_time [ms] pitch_crc"
"-6.38,6601,6594.62"
"-6.38,6616,6609.62"
"-6.38,6631,6624.62"
"-6.38,-6.38,9,2.62"
"-6.38,24,17.62"
"-6.38,39,32.62"
"-6.38,54,47.62"
"-6.38,69,62.62"
"-6.38,84,77.62"
"-6.38,99,92.62"
"-6.38,114,107.62"
"-6.38,129,122.62"
"-6.38,144,137.62"
"-6.38,159,152.62"
"-6.38,174,167.62"
"-6.38,18ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ"
"-6.38,204,197.62"
"-6.38,219,212.62"
"-6.38,234,227.62"
"-6.38,249,242.62"
"-6.38,264,257.62"
"-6.38,279,272.62"
"-6.38,294,287.62"
"-6.38,309,302.62"
"-6.38,324,317.62"
"-6.38,339,332.62"
"-6.38,354,347.62"
"-6.38,369,362.62"
"-6.38,384,377.62"
"-6.38,399,392.62"
"-6.38,414,407.62"
"-6.38,429,422.62"
"-6.38,444,437.62"
"-6.38,459,452.62"
"-6.38,474,467.62"
"-6.38,489,482.62"
"-6.38,504,497.62"
"-6.38,519,512.62"
"-6.38,534,527.62"
"-6.38,549,542.62"
"-6.38,564,557.62"
"-6.38,579,572.62"
"-6.38,594,587.62"
"-6.38,609,602.62"
"-6.38,624,617.62"
"-6.38,639,632.62"
"-6.38,654,647.62"
"-6.38,669,662.62"
"-6.38,684,677.62"
"-6.38,699,692.62"
"-6.38,714,707.62"
"-6.38,729,722.62"
"-6.38,744,737.62"
"-6.38,759,752.62"
"-6.38,774,767.62"
"-6.38,789,782.62"
"-6.38,804,797.62"
"-6.38,819,812.62"
"-6.38,834,827.62"
"-6.38,849,842.62"
"-6.38,864,857.62"
"-6.38,879,872.62"
"-6.38,894,887.62"
"-6.38,909,902.62"
"-6.38,924,917.62"
"-6.38,939,932.62"
"-6.38,954,947.62"
"-6.38,969,962.62"
"-6.38,984,977.62"
"-6.38,999,992.62"
"-6.38,1014,1007.62"
"-6.38,1029,1022.62"
"-6.38,1044,1037.62"
"-6.38,1059,1052.62"
"-6.38,1074,1067.62"
"-6.38,1089,1082.62"
"-6.38,1104,1097.62"
"-6.38,1119,1112.62"
"-6.38,1134,1127.62"
"-6.38,1149,1142.62"
"-6.38,1164,1157.62"
"-6.38,1179,1172.62"
"-6.38,1194,1187.62"
"-6.38,1209,1202.62"
"-6.38,1224,1217.62"
"-6.38,1239,1232.62"
"-6.38,1254,1247.62"
"-6.38,1269,1262.62"
"-6.38,1284,1277.62"
"-6.38,1299,1292.62"
"-6.38,1314,1307.62"
"-6.38,1329,1322.62"
"-6.38,1344,1337.62"
"-6.38,1359,1352.62"
"-6.38,1374,1367.62"
"-6.38,1389,1382.62"
"-6.38,1404,1397.62"
"-6.38,1419,1412.62"
"-6.38,1434,1427.62"
"-6.38,1449,1442.62"
"-6.38,1464,1457.62"
"-6.38,1479,1472.62"
"-6.38,1494,1487.62"
"-6.38,1509,1502.62"
"-6.38,1524,1517.62"
"-6.38,1539,1532.62"
"-6.38,1554,1547.62"
"-6.38,1569,1562.62"
"-6.38,1584,1577.62"
"-6.38,1599,1592.62"
"-6.38,1614,1607.62"
"-6.38,1629,1622.62"
"-6.38,1644,1637.62"
"-6.38,1659,1652.62"
"-6.38,1674,1667.62"
"-6.38,1689,1682.62"
"-6.38,1704,1697.62"
"-6.38,1719,1712.62"
"-6.38,1734,1727.62"
"-6.38,1749,1742.62"
"-6.38,1764,1757.62"
"-6.38,1779,1772.62"
"-6.38,1794,1787.62"
"-6.38,1809,1802.62"
"-6.38,1824,1817.62"
"-6.38,1839,1832.62"
"-6.38,1854,1847.62"
"-6.38,1869,1862.62"
"-6.38,1884,1877.62"
"-6.38,1899,1892.62"
"-6.38,1914,1907.62"
"-6.38,1929,1922.62"
"-6.38,1944,1937.62"
"-6.38,1959,1952.62"
"-6.38,1974,1967.62"
"-6.38,1989,1982.62"
"-6.38,2004,1997.62"
"-6.38,2019,2012.62"
"-6.38,2034,2027.62"
"-6.38,2049,2042.62"
"-6.38,2064,2057.62"
"-6.38,2079,2072.62"
"-6.38,2094,2087.62"
"-6.38,2109,2102.62"
"-6.38,2124,2117.62"
"-6.38,2139,2132.62"
"-6.38,2154,2147.62"
"-6.38,2169,2162.62"
"-6.38,2184,2177.62"
"-6.38,2199,2192.62"
"-6.38,2214,2207.62"
"-6.38,2229,2222.62"
"-6.38,2244,2237.62"
"-6.38,2259,2252.62"
"-6.38,2274,2267.62"
"-6.38,2289,2282.62"
"-6.38,2304,2297.62"
"-6.38,2319,2312.62"
"-6.38,2334,2327.62"
"-6.38,2349,2342.62"
"-6.38,2364,2357.62"
"-6.38,2379,2372.62"
