"yaw [deg], yaw_time [ms], yaw_crc"
"-0.99,3,2.01"
"0.66,18,18.66"
"-0.01,33,32.99"
"-0.64,48,47.36"
"0.99,63,63.99"
"-0.86,78,77.14"
"0.32,93,93.32"
"0.38,108,108.38"
"-0.89,123,122.11"
"0.97,138,138.97"
"-0.59,153,152.41"
"-0.08,168,167.92"
"0.71,183,183.71"
"-1.00,198,197.00"
"0.81,213,213.81"
"-0.23,228,227.77"
"-0.46,243,242.54"
"0.93,258,258.93"
"-0.95,273,272.05"
"0.52,288,288.52"
"0.16,303,303.16"
"-0.77,318,317.23"
"1.00,333,334.00"
"-0.75,348,347.25"
"0.15,363,363.15"
"0.53,378,378.53"
"-0.96,393,392.04"
"0.92,408,408.92"
"-0.44,423,422.56"
"-0.25,438,437.75"
"0.82,453,453.82"
"-1.00,468,467.00"
"0.69,483,483.69"
"-0.06,498,497.94"
"-0.61,513,512.39"
"0.98,528,528.98"
"-0.88,543,542.12"
"0.36,558,558.36"
"0.33,573,573.33"
"-0.87,588,587.13"
"0.98,603,603.98"
"-0.63,618,617.37"
"-0.03,633,632.97"
"0.67,648,648.67"
"-0.99,663,662.01"
"0.83,678,678.83"
"-0.28,693,692.72"
"-0.42,708,707.58"
"0.91,723,723.91"
"-0.96,738,737.04"
"0.56,753,753.56"
"0.12,768,768.12"
"-0.74,783,782.26"
"1.00,798,799.00"
"-0.78,813,812.22"
"0.19,828,828.19"
"0.49,843,843.49"
"-0.94,858,857.06"
"0.93,873,873.93"
"-0.48,888,887.52"
"-0.21,903,902.79"
"0.79,918,918.79"
"-1.00,933,932.00"
"0.72,948,948.72"
"-0.10,963,962.90"
"-0.57,978,977.43"
"0.97,993,993.97"
"-0.90,1008,1007.10"
"0.40,1023,1023.40"
"0.29,1038,1038.29"
"-0.84,1053,1052.16"
"0.99,1068,1068.99"
"-0.66,1083,1082.34"
"0.01,1098,1098.01"
"0.64,1113,1113.64"
"-0.99,1128,1127.01"
"0.86,1143,1143.86"
"-0.32,1158,1157.68"
"-0.38,1173,1172.62"
"0.89,1188,1188.89"
"-0.97,1203,1202.03"
"0.59,1218,1218.59"
"0.08,1233,1233.08"
"-0.71,1248,1247.29"
"1.00,1263,1264.00"
"-0.81,1278,1277.19"
"0.23,1293,1293.23"
"0.46,1308,1308.46"
"-0.93,1323,1322.07"
"0.95,1338,1338.95"
"-0.52,1353,1352.48"
"-0.16,1368,1367.84"
"0.77,1383,1383.77"
"-1.00,1398,1397.00"
"0.75,1413,1413.75"
"-0.15,1428,1427.85"
"-0.53,1443,1442.47"
"0.96,1458,1458.96"
"-0.92,1473,1472.08"
"0.44,1488,1488.44"
"0.25,1503,1503.25"
"-0.82,1518,1517.18"
"1.00,1533,1534.00"
"-0.69,1548,1547.31"
"0.06,1563,1563.06"
"0.61,1578,1578.61"
"-0.98,1593,1592.02"
"0.88,1608,1608.88"
"-0.36,1623,1622.64"
"-0.33,1638,1637.67"
"0.87,1653,1653.87"
"-0.98,1668,1667.02"
"0.63,1683,1683.63"
"0.03,1698,1698.03"
"-0.67,1713,1712.33"
"0.99,1728,1728.99"
"-0.83,1743,1742.17"
"0.28,1758,1758.28"
"0.42,1773,1773.42"
"-0.91,1788,1787.09"
"0.96,1803,1803.96"
"-0.56,1818,1817.44"
"-0.12,1833,1832.88"
"0.74,1848,1848.74"
"-1.00,1863,1862.00"
"0.78,1878,1878.78"
"-0.19,1893,1892.81"
"-0.49,1908,1907.51"
"0.94,1923,1923.94"
"-0.93,1938,1937.07"
"0.48,1953,1953.48"
"0.21,1968,1968.21"
"-0.79,1983,1982.21"
"1.00,1998,1999.00"
"-0.72,2013,2012.28"
"0.10,2028,2028.10"
"0.57,2043,2043.57"
"-0.97,2058,2057.03"
"0.90,2073,2073.90"
"-0.40,2088,2087.60"
"-0.29,2103,2102.71"
"0.84,2118,2118.84"
"-0.99,2133,2132.01"
"0.66,2148,2148.66"
"-0.01,2163,2162.99"
"-0.64,2178,2177.36"
"0.99,2193,2193.99"
"-0.86,2208,2207.14"
"0.32,2223,2223.32"
"0.38,2238,2238.38"
"-0.89,2253,2252.11"
"0.97,2268,2268.97"
"-0.59,2283,2282.41"
"-0.07,2298,2297.93"
"0.71,2313,2313.71"
"-1.00,2328,2327.00"
"0.81,2343,2343.81"
"-0.23,2358,2357.77"
"-0.46,2373,2372.54"
"0.93,2388,2388.93"
"-0.95,2403,2402.05"
"0.52,2418,2418.52"
"0.16,2433,2433.16"
"-0.77,2448,2447.23"
"1.00,2463,2464.00"
"-0.75,2478,2477.25"
"0.15,2493,2493.15"
"0.53,2508,2508.53"
"-0.96,2523,2522.04"
"0.92,2538,2538.92"
"-0.44,2553,2552.56"
"-0.25,2568,2567.75"
"0.82,2583,2583.82"
"-1.00,2598,2597.00"
"0.69,2613,2613.69"
"-0.06,2628,2627.94"
"-0.61,2643,2642.39"
"0.98,2658,2658.98"
"-0.88,2673,2672.12"
"0.36,2688,2688.36"
"0.33,2703,2703.33"
"-0.87,2718,2717.13"
"0.98,2733,2733.98"
"-0.63,2748,2747.37"
"-0.03,2763,2762.97"
"0.67,2778,2778.67"
"-0.99,2793,2792.01"
"0.83,2808,2808.83"
"-0.28,2823,2822.72"
"-0.42,2838,2837.58"
"0.91,2853,2853.91"
"-0.96,2868,2867.04"
"0.56,2883,2883.56"
"0.12,2898,2898.12"
"-0.74,2913,2912.26"
"1.00,2928,2929.00"
"-0.78,2943,2942.22"
"0.19,2958,2958.19"
"0.49,2973,2973.49"
"-0.94,2988,2987.06"
"0.93,3003,3003.94"
"-0.48,3018,3017.52"
"-0.21,3033,3032.79"
"0.79,3048,3048.79"
"-1.00,3063,3062.00"
"0.72,3078,3078.72"
"-0.10,3093,3092.90"
"-0.57,3108,3107.43"
"0.97,3123,3123.97"
"-0.90,3138,3137.10"
"0.40,3153,3153.40"
"0.29,3168,3168.29"
"-0.84,3183,3182.16"
"0.99,3198,3198.99"
"-0.66,3213,3212.34"
"0.01,3228,3228.01"
"0.64,3243,3243.64"
"-0.99,3258,3257.01"
"0.86,3273,3273.86"
"-0.32,3288,3287.68"
"-0.38,3303,3302.62"
"0.89,3318,3318.89"
"-0.97,3333,3332.03"
"0.59,3348,3348.59"
"0.07,3363,3363.07"
"-0.71,3378,3377.29"
"1.00,3393,3394.00"
"-0.81,3408,3407.19"
"0.23,3423,3423.23"
"0.46,3438,3438.46"
"-0.93,3453,3452.07"
"0.95,3468,3468.95"
"-0.52,3483,3482.48"
"-0.16,3498,3497.84"
"0.77,3513,3513.77"
"-1.00,3528,3527.00"
"0.75,3543,3543.75"
"-0.15,3558,3557.85"
"-0.53,3573,3572.47"
"0.95,3588,3588.96"
"-0.92,3603,3602.08"
"0.44,3618,3618.44"
"0.25,3633,3633.25"
"-0.82,3648,3647.18"
"1.00,3663,3664.00"
"-0.69,3678,3677.31"
"0.06,3693,3693.06"
"0.61,3708,3708.61"
"-0.98,3723,3722.02"
"0.88,3738,3738.88"
"-0.36,3753,3752.64"
"-0.33,3768,3767.67"
"0.87,3783,3783.87"
"-0.98,3798,3797.02"
"0.63,3813,3813.63"
"0.03,3828,3828.03"
"-0.67,3843,3842.33"
"0.99,3858,3858.99"
"-0.83,3873,3872.17"
"0.28,3888,3888.28"
"0.42,3903,3903.42"
"-0.91,3918,3917.09"
"0.96,3933,3933.96"
"-0.56,3948,3947.44"
"-0.12,3963,3962.88"
"0.74,3978,3978.74"
"-1.00,3993,3992.00"
"0.78,4008,4008.78"
"-0.19,4023,4022.81"
"-0.49,4038,4037.51"
"0.94,4053,4053.94"
"-0.94,4068,4067.06"
"0.48,4083,4083.48"
"0.21,4098,4098.21"
"-0.79,4113,4112.21"
"1.00,4128,4129.00"
"-0.72,4143,4142.28"
"0.10,4158,4158.10"
"0.57,4173,4173.57"
"-0.97,4188,4187.03"
"0.90,4203,4203.90"
"-0.40,4218,4217.60"
"-0.29,4233,4232.71"
"0.84,4248,4248.84"
"-0.99,4263,4262.01"
"0.66,4278,4278.66"
"-0.01,4293,4292.99"
"-0.64,4308,4307.36"
"0.99,4323,4323.99"
"-0.86,4338,4337.14"
"0.32,4353,4353.32"
"0.38,4368,4368.38"
"-0.89,4383,4382.11"
"0.97,4398,4398.97"
"-0.59,4413,4412.41"
"-0.07,4428,4427.93"
"0.71,4443,4443.71"
"-1.00,4458,4457.00"
"0.81,4473,4473.81"
"-0.23,4488,4487.77"
"-0.46,4503,4502.54"
"0.92,4518,4518.92"
"-0.95,4533,4532.05"
"0.52,4548,4548.52"
"0.16,4563,4563.16"
"-0.77,4578,4577.23"
"1.00,4593,4594.00"
"-0.75,4608,4607.25"
"0.15,4623,4623.15"
"0.53,4638,4638.53"
"-0.95,4653,4652.04"
"0.92,4668,4668.92"
"-0.44,4683,4682.56"
"-0.25,4698,4697.75"
"0.82,4713,4713.82"
"-1.00,4728,4727.00"
"0.69,4743,4743.69"
"-0.06,4758,4757.94"
"-0.61,4773,4772.40"
"0.98,4788,4788.98"
"-0.88,4803,4802.12"
"0.36,4818,4818.36"
"0.33,4833,4833.33"
"-0.87,4848,4847.13"
"0.98,4863,4863.98"
"-0.63,4878,4877.37"
"-0.03,4893,4892.97"
"0.67,4908,4908.67"
"-0.99,4923,4922.01"
"0.83,4938,4938.83"
"-0.28,4953,4952.72"
"-0.42,4968,4967.58"
"0.91,4983,4983.91"
"-0.96,4998,4997.04"
"0.56,5013,5013.56"
"0.12,5028,5028.12"
"-0.74,5043,5042.26"
"1.00,5058,5059.00"
"-0.78,5073,5072.22"
"0.19,5088,5088.19"
"0.49,5103,5103.49"
"-0.94,5118,5117.06"
"0.94,5133,5133.94"
"-0.48,5148,5147.52"
"-0.21,5163,5162.79"
"0.79,5178,5178.79"
"-1.00,5193,5192.00"
"0.72,5208,5208.72"
"-0.10,5223,5222.90"
"-0.57,5238,5237.43"
"0.97,5253,5253.97"
"-0.90,5268,5267.10"
"0.40,5283,5283.40"
"0.29,5298,5298.29"
"-0.84,5313,5312.16"
"0.99,5328,5328.99"
"-0.66,5343,5342.34"
"0.01,5358,5358.01"
"0.64,5373,5373.64"
"-0.99,5388,5387.01"
"0.86,5403,5403.86"
"-0.32,5418,5417.68"
"-0.38,5433,5432.63"
"0.89,5448,5448.89"
"-0.97,5463,5462.03"
"0.59,5478,5478.59"
"0.07,5493,5493.07"
"-0.71,5508,5507.29"
"1.00,5523,5524.00"
"-0.81,5538,5537.19"
"0.23,5553,5553.23"
"0.46,5568,5568.46"
"-0.92,5583,5582.08"
"0.95,5598,5598.95"
"-0.52,5613,5612.48"
"-0.16,5628,5627.84"
"0.77,5643,5643.77"
"-1.00,5658,5657.00"
"0.75,5673,5673.75"
"-0.15,5688,5687.85"
"-0.53,5703,5702.47"
"0.95,5718,5718.96"
"-0.92,5733,5732.08"
"0.44,5748,5748.44"
"0.25,5763,5763.25"
"-0.82,5778,5777.18"
"1.00,5793,5794.00"
"-0.69,5808,5807.31"
"0.06,5823,5823.06"
"0.61,5838,5838.60"
"-0.98,5853,5852.02"
"0.88,5868,5868.88"
"-0.36,5883,5882.64"
"-0.33,5898,5897.67"
"0.87,5913,5913.87"
"-0.98,5928,5927.02"
"0.63,5943,5943.63"
"0.03,5958,5958.03"
"-0.67,5973,5972.33"
"0.99,5988,5988.99"
"-0.83,6003,6002.17"
"0.28,6018,6018.28"
"0.42,6033,6033.42"
"-0.91,6048,6047.09"
"0.96,6063,6063.96"
"-0.56,6078,6077.44"
"-0.12,6093,6092.88"
"0.74,6108,6108.74"
"-1.00,6123,6122.00"
"0.78,6138,6138.78"
"-0.19,6153,6152.81"
"-0.49,6168,6167.51"
"0.94,6183,6183.94"
"-0.94,6198,6197.06"
"0.48,6213,6213.48"
"0.21,6228,6228.21"
"-0.79,6243,6242.21"
