"pitch [deg], pitch_time [ms] pitch_crc"
"-6.67,23813,23806.33"
"-6.67,23828,23821.33"
"-6.67,23843,23836.33"
"-6.67,8,1.33"
"-6.67,23,16.33"
"-6.67,38,31.33"
"-6.67,53,46.33"
"-6.67,68,61.33"
"-6.67,83,76.33"
"-6.67,98,91.33"
"-6.67,113,106.33"
"-6.67,128,121.33"
"-6.67,143,136.33"
"-6.67,158,151.33"
"-6.67,173,166.33"
"-6.67,188,181.33"
"-6.67,203,196.33"
"-6.67,218,211.33"
"-6.67,233,226.33"
"-6.67,248,241.33"
"-6.67,263,256.33"
"-6.67,278,271.33"
"-6.67,293,286.33"
"-6.67,308,301.33"
"-6.67,323,316.33"
"-6.67,338,331ÿÿÿÿÿÿÿÿÿ.ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ"
"-6.67,353,346.33"
"-6.67,368,361.33"
"-6.67,383,376.33"
"-6.67,398,391.33"
"-6.67,413,406.33"
"-6.67,428,421.33"
"-6.67,443,436.33"
"-6.67,458,451.33"
"-6.67,473,466.33"
"-6.67,488,481.33"
"-6.67,503,496.33"
"-6.67,518,511.33"
"-6.67,533,526.33"
"-6.67,548,541.33"
"-6.67,563,556.33"
"-6.67,578,571.33"
"-6.67,593,586.33"
"-6.67,608,601.33"
"-6.67,623,616.33"
"-6.67,638,631.33"
"-6.67,653,646.33"
"-6.67,668,661.33"
"-6.67,683,676.33"
"-6.67,698,691.33"
"-6.67,713,706.33"
"-6.67,728,721.33"
"-6.67,743,736.33"
"-6.67,758,751.33"
"-6.67,773,766.33"
"-6.67,788,781.33"
"-6.67,803,796.33"
"-6.67,818,811.33"
"-6.67,833,826.33"
"-6.67,848,841.33"
"-6.67,863,856.33"
"-6.67,878,871.33"
"-6.67,893,886.33"
"-6.67,908,901.33"
"-6.67,923,916.33"
"-6.67,938,931.33"
"-6.67,953,946.33"
"-6.67,968,961.33"
"-6.67,983,976.33"
"-6.67,998,991.33"
"-6.67,1013,1006.33"
"-6.67,1028,1021.33"
"-6.67,1043,1036.33"
"-6.67,1058,1051.33"
"-6.67,1073,1066.33"
"-6.67,1088,1081.33"
"-6.67,1103,1096.33"
"-6.67,1118,1111.33"
"-6.67,1133,1126.33"
"-6.67,1148,1141.33"
"-6.67,1163,1156.33"
"-6.67,1178,1171.33"
"-6.67,1193,1186.33"
"-6.67,1208,1201.33"
"-6.67,1223,1216.33"
"-6.67,1238,1231.33"
"-6.67,1253,1246.33"
"-6.67,1268,1261.33"
"-6.67,1283,1276.33"
"-6.67,1298,1291.33"
"-6.67,1313,1306.33"
"-6.67,1328,1321.33"
"-6.67,1343,1336.33"
"-6.67,1358,1351.33"
"-6.67,1373,1366.33"
"-6.67,1388,1381.33"
"-6.67,1403,1396.33"
"-6.67,1418,1411.33"
"-6.67,1433,1426.33"
"-6.67,1448,1441.33"
"-6.67,1463,1456.33"
"-6.67,1478,1471.33"
"-6.67,1493,1486.33"
"-6.67,1508,1501.33"
"-6.67,1523,1516.33"
"-6.67,1538,1531.33"
"-6.67,1553,1546.33"
"-6.67,1568,1561.33"
"-6.67,1583,1576.33"
"-6.67,1598,1591.33"
"-6.67,1613,1606.33"
"-6.67,1628,1621.33"
"-6.67,1643,1636.33"
"-6.67,1658,1651.33"
"-6.67,1673,1666.33"
"-6.67,1688,1681.33"
"-6.67,1703,1696.33"
"-6.67,1718,1711.33"
"-6.67,1733,1726.33"
"-6.67,1748,1741.33"
"-6.67,1763,1756.33"
"-6.67,1778,1771.33"
"-6.67,1793,1786.33"
"-6.67,1808,1801.33"
"-6.67,1823,1816.33"
"-6.67,1838,1831.33"
"-6.67,1853,1846.33"
"-6.67,1868,1861.33"
"-6.67,1883,1876.33"
"-6.67,1898,1891.33"
"-6.67,1913,1906.33"
"-6.67,1928,1921.33"
"-6.67,1943,1936.33"
"-6.67,1958,1951.33"
"-6.67,1973,1966.33"
"-6.67,1988,1981.33"
"-6.67,2003,1996.33"
"-6.67,2018,2011.33"
"-6.67,2033,2026.33"
"-6.67,2048,2041.33"
"-6.67,2063,2056.33"
"-6.67,2078,2071.33"
"-6.67,2093,2086.33"
"-6.67,2108,2101.33"
"-6.67,2123,2116.33"
"-6.67,2138,2131.33"
"-6.67,2153,2146.33"
"-6.67,2168,2161.33"
"-6.67,2183,2176.33"
"-6.67,2198,2191.33"
"-6.67,2213,2206.33"
"-6.67,2228,2221.33"
"-6.67,2243,2236.33"
"-6.67,2258,2251.33"
"-6.67,2273,2266.33"
"-6.67,2288,2281.33"
"-6.67,2303,2296.33"
"-6.67,2318,2311.33"
"-6.67,2333,2326.33"
"-6.67,2348,2341.33"
"-6.67,2363,2356.33"
"-6.67,2378,2371.33"
"-6.67,2393,2386.33"
"-6.67,2408,2401.33"
"-6.67,2423,2416.33"
"-6.67,2438,2431.33"
"-6.67,2453,2446.33"
"-6.67,2468,2461.33"
"-6.67,2483,2476.33"
"-6.67,2498,2491.33"
"-6.67,2513,2506.33"
"-6.67,2528,2521.33"
"-6.67,2543,2536.33"
"-6.67,2558,2551.33"
"-6.67,2573,2566.33"
"-6.67,2588,2581.33"
"-6.67,2603,2596.33"
"-6.67,2618,2611.33"
"-6.67,2633,2626.33"
"-6.67,2648,2641.33"
"-6.67,2663,2656.33"
"-6.67,2678,2671.33"
"-6.67,2693,2686.33"
"-6.67,2708,2701.33"
"-6.67,2723,2716.33"
"-6.67,2738,2731.33"
"-6.67,2753,2746.33"
"-6.67,2768,2761.33"
"-6.67,2783,2776.33"
"-6.67,2798,2791.33"
"-6.67,2813,2806.33"
"-6.67,2828,2821.33"
"-6.67,2843,2836.33"
"-6.67,2858,2851.33"
"-6.67,2873,2866.33"
"-6.67,2888,2881.33"
"-6.67,2903,2896.33"
"-6.67,2918,2911.33"
"-6.67,2933,2926.33"
"-6.67,2948,2941.33"
"-6.67,2963,2956.33"
"-6.67,2978,2971.33"
"-6.67,2993,2986.33"
"-6.67,3008,3001.33"
"-6.67,3023,3016.33"
"-6.67,3038,3031.33"
"-6.67,3053,3046.33"
"-6.67,3068,3061.33"
"-6.67,3083,3076.33"
"-6.67,3098,3091.33"
"-6.67,3113,3106.33"
"-6.67,3128,3121.33"
