"pitch [deg], pitch_time [ms] pitch_crc"
"1.00,2379,2380.00"
"-0.73,2394,2393.27"
"0.11,2409,2409.11"
"0.57,242ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ"
"-0.76,19,18.24"
"0.15,34,34.15"
"0.53,49,49.53"
"-0.95,64,63.05"
"0.92,79,79.92"
"-0.44,94,93.56"
"-0.25,109,108.75"
"0.82,124,124.82"
"-1.00,139,138.00"
"0.70,154,154.70"
"-0.06,169,168.94"
"-0.60,184,183.40"
"0.98,199,199.98"
"-0.88,214,213.12"
"0.36,229,229.36"
"0.33,244,244.33"
"-0.86,259,258.14"
"0.98,274,274.98"
"-0.63,289,288.37"
"-0.03,304,303.97"
"0.67,319,319.67"
"-0.99,334,333.01"
"0.84,349,349.84"
"-0.28,364,363.72"
"-0.41,379,378.59"
"0.91,394,394.91"
"-0.96,409,408.04"
"0.56,424,424.56"
"0.11,439,439.11"
"-0.73,454,453.27"
"1.00,469,470.00"
"-0.78,484,483.21"
"0.19,499,499.19"
"0.49,514,514.49"
"-0.94,529,528.06"
"0.94,544,544.94"
"-0.48,559,558.52"
"-0.20,574,573.80"
"0.79,589,589.79"
"-1.00,604,603.00"
"0.73,619,619.73"
"-0.11,634,633.89"
"-0.57,649,648.43"
"0.97,664,664.97"
"-0.90,679,678.10"
"0.40,694,694.40"
"0.29,709,709.29"
"-0.84,724,723.16"
"0.99,739,739.99"
"-0.66,754,753.34"
"0.02,769,769.02"
"0.64,784,784.64"
"-0.99,799,798.01"
"0.86,814,814.86"
"-0.32,829,828.68"
"-0.37,844,843.63"
"0.89,859,859.89"
"-0.97,874,873.03"
"0.59,889,889.59"
"0.07,904,904.07"
"-0.70,919,918.30"
"1.00,934,935.00"
"-0.81,949,948.19"
"0.24,964,964.24"
"0.45,979,979.45"
"-0.92,994,993.08"
"0.95,1009,1009.95"
"-0.52,1024,1023.48"
"-0.16,1039,1038.84"
"0.76,1054,1054.76"
"-1.00,1069,1068.00"
"0.76,1084,1084.76"
"-0.15,1099,1098.85"
"-0.53,1114,1113.47"
"0.95,1129,1129.95"
"-0.92,1144,1143.08"
"0.44,1159,1159.44"
"0.25,1174,1174.25"
"-0.82,1189,1188.18"
"1.00,1204,1205.00"
"-0.70,1219,1218.30"
"0.06,1234,1234.06"
"0.60,1249,1249.60"
"-0.98,1264,1263.02"
"0.88,1279,1279.88"
"-0.36,1294,1293.64"
"-0.33,1309,1308.67"
"0.86,1324,1324.86"
"-0.98,1339,1338.02"
"0.63,1354,1354.63"
"0.03,1369,1369.03"
"-0.67,1384,1383.33"
"0.99,1399,1399.99"
"-0.84,1414,1413.16"
"0.28,1429,1429.28"
"0.41,1444,1444.41"
"-0.91,1459,1458.09ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ"
"0.96,1474,1474.96"
"-0.56,1489,1488.44"
"-0.11,1504,1503.89"
"0.73,1519,1519.73"
"-1.00,1534,1533.00"
"0.79,1549,1549.79"
"-0.19,1564,1563.81"
"-0.49,1579,1578.51"
"0.94,1594,1594.94"
"-0.94,1609,1608.06"
"0.48,1624,1624.48"
"0.20,1639,1639.20"
"-0.79,1654,1653.21"
"1.00,1669,1670.00"
"-0.73,1684,1683.27"
"0.11,1699,1699.11"
"0.57,1714,1714.57"
"-0.97,1729,1728.03"
"0.90,1744,1744.90"
"-0.40,1759,1758.60"
"-0.29,1774,1773.71"
"0.84,1789,1789.84"
"-0.99,1804,1803.01"
"0.66,1819,1819.66"
"-0.02,1834,1833.98"
"-0.64,1849,1848.36"
"0.99,1864,1864.99"
"-0.86,1879,1878.14"
"0.32,1894,1894.32"
"0.37,1909,1909.37"
"-0.89,1924,1923.11"
"0.97,1939,1939.97"
"-0.60,1954,1953.40"
"-0.07,1969,1968.93"
"0.70,1984,1984.70"
"-1.00,1999,1998.00"
"0.81,2014,2014.81"
"-0.24,2029,2028.76"
"-0.45,2044,2043.55"
"0.92,2059,2059.92"
"-0.95,2074,2073.05"
"0.52,2089,2089.52"
"0.16,2104,2104.16"
